,Unnamed: 0,nama,komentar,rating,kelas,Unnamed: 0.1
207,,G***a,pengiriman cepat barang sampai dengan aman,5,Sangat-baik,
208,,P***i,"Pengiriman barang agak lambat karena ada dibatalkan oleh kurir ekspedisi, pengecekan dan review kualitas barang menunggu penerima balik dari tugas luar kota.",5,Sangat-baik,
209,,Taufik,baru dicoba ON belum dijelajahi....oh enteng bener ya dibawa ke kampus tidak menjadi beban,4,Baik,
210,,Cecep,product ori dan sesuai display,4,Baik,
211,,R***a,"puas banget sama pelayanan toko nya, barangnya juga bagus banget. cuman agak kecewa sama pihak ekspedisi, mudah mudahan kedepannya ga gitu lagi..",4,Baik,
212,,fatma,"packing bagus, barang ori, dapat tas laptop jg cuma pengiriman sempat terhambat jd melebihi batas waktu. harus setting online pas pertama nyalain",4,Baik,
213,,P***i,"lumayan cepet datengnya, pengemasan lumayan aman pakai bubble wrap nya lumayan tebel, btw thank you",4,Baik,
214,,fictor,Mmhh pengiriman aga lama mungkin karna lagi bersamaan sama libur paskah.. dus luarnya penyot2 takutnya barang rusak. Untungnya dus laptop di bungkus rapat aman dan baik..... ,4,Baik,
215,,R***a,"ok, barang mulus",4,Baik,
216,,A***g,"Pengiriman cepat, packing laptopnya rapi rapet masih gress... Cuma kardus luarnya kebuka kurang rapet lakbannya.",4,Baik,
217,,Sahid,"alhamdulillah paket datang tepat waktu, maaf telat kasih ulasannya. produk original, karena dari official HP langsung. packing sebetulnya sudah bagus, tapi karena dibawa... ",4,Baik,
218,,D***N,"baru 1 hari wifi ga terdeteksi, part WLAN rusak, kl penanganan di service center ga sesuai harapan, bintang 1 deh dan ga akan lagi beli produk hp.",3,Biasa,
219,,Dody,"pengiriman sangat lama, hampir sebulan baru barangnya tiba, dusnya sampe udah penyok. respon adminnya sangat baik, tapi jasa kurirnya yg mungkin harus diperhatikan.",3,Biasa,
220,,,,3,Biasa,
221,,,,3,Biasa,
222,,,,3,Biasa,
223,,,,3,Biasa,
224,,,,3,Biasa,
225,,,,3,Biasa,
226,,,,3,Biasa,
227,,Rajiman,"Barang bagus ,admin nya kaku cuman balas pake format copy paste. Packing laptop tidak ada tambahan kayu dan beresiko",2,Buruk,
228,,Jovi,,2,Buruk,
229,,Muhammad,"Barangnya ok, tapi Customer Servicenya merendahkan saya. Sampe nyuruh beli Core i5 kalo mau cepet... coba atasan/timnya baca chat dgn saya yg lengkap, akan ketauan.",1,Sangat-buruk,
230,,Fachrur,"Office nya cuma berlaku beberapa hari dan saya dilempar2 utk telfon sana sini dan TIDAK MEMBANTU, suruh tunggu 4-5 hari kerja sementara office nya cuma berakhir 2 hari la... ",1,Sangat-buruk,
231,,Benny,,1,Sangat-buruk,
232,,f***d,,1,Sangat-buruk,
